url	class
http://katalog.wp.pl/biura-podrozy-i-agencje-turystyczne/	negative
http://katalog.wp.pl/gabinety-lekarskie/	negative
http://katalog.wp.pl/last-minute/	negative
http://katalog.wp.pl/strony-biur-podrozy/	negative
http://katalog.wp.pl/szukaj.html?szukaj=dekoracje+%B6cian	negative
http://katalog.wp.pl/szukaj.html?szukaj=wszystko+dla+domu	negative
http://katalog.wp.pl/szukaj.html?szukaj=wyszukiwarka+lekarzy	negative
http://katalogseo.net.pl/i-40995-obrazy-na-sciane-do-salonu	negative
http://katania.net/partnerzy	positive
http://kazior5.w.interia.pl/sms.htm	negative
http://kelionespervarsuva.lt/?filter[ds]=31_1776&filter[drf]=-Nesvarbu-&filter[drt]=-Nesvarbu-&filter[bt]=-Nesvarbu-&filter[sd]=2014-05-12&filter[ed]=2017-03-03&filter[a]=2&filter[dp]=4&filter[zscore]=-Nesvarbu-&filter[s]=-Nesvarbu-&filter[c1]=-Nesvarbu-&filter[c2]=-Nesvarbu-&filter[c3]=-Nesvarbu-&filter[t]=-Nesvarbu-&filter[sp]=3	positive
http://kelionespervarsuva.lt/itaka-ziemos-sezono-kryptys.htm	positive
http://kingcrosspraga.pl/sklepy/run,itaka,shop,37.html	positive
http://klinika-neurologiczna.pl/jak-pielegnowac-niemowle	positive
http://klinikavenamed.pl/opinie/	positive
http://kobieta.haloursynow.pl/firmy/moda,756/buty,760/klinika-velmed-medycyna,5182.htm	positive
http://kobieta.haloursynow.pl/firmy/niepubliczna-opieka-zdrowotna,891/klinika-velmed-medycyna,5182/podstrona,469.html	positive
http://kobietamag.pl/piec-sposobow-na-udane-wakacje/	positive
http://kobietawielepiej.pl/moda-i-uroda/moda/bizuteria-wiosna-lato-2014-mybaze	positive
http://kobietawielepiej.pl/moda-i-uroda/moda/tej-zimy-stawiamy-na-wygde	positive
http://kobietawielepiej.plwww.kobietawielepiej.pl/moda-i-uroda/moda/bizuteria-handmade-dlaczego-jest-tak-popularna	positive
http://kobietawielepiej.plwww.kobietawielepiej.pl/moda-i-uroda/moda/bizuteria-wiosna-lato-2014-mybaze	positive
http://kochamciezycie.pl/kochamciemoda.php	positive
http://kodyrabatowe.interia.pl/kupony-rabatowe/mybaze	negative
http://kodyrabatowe.komputerswiat.pl/kody-rabatowe/mybaze	negative
http://kolorowemobile.pl/contact.html	positive
http://kolorowemobile.pl/kontakt.html	positive
http://koltowski.com/2009/01/	positive
http://koltowski.com/2013/06/01/doktor-medi-nowa-odslona-nowe-funkcjonalnosci-dla-pacjentow/	positive
http://kompetencjegimnazja.eduportal.pl/Upload/fizprezentacje4sem/UGP/98_2_P_G1_Warda	negative
http://kongres-online.pl/	positive
http://konkurs2005.seopl.org/	positive
http://konkurs2005.seopl.org/foto.html	positive
http://kontenery.republika.pl/	negative
http://kraina-szczesliwosci.blogspot.com/2012/10/miasto-z-tysiaca-i-jednej-nocy_17.html	positive
http://kraina-szczesliwosci.blogspot.com/2012/10/pod-soncem-agadiru-konkurs.html	positive
http://kruzyk.blogspot.com/	positive
http://ksanban.wordpress.com/	negative
http://ksiegarnia.pascal.pl/ksiegarnia.php?ind=last_minute	positive
http://kutek.jogger.pl/2009/07/14/najlepsza-oferta-jaka-kiedykolwiek-widzialem/	positive
http://kyuzrk.blogspot.com/2006_01_01_archive.html	negative
http://l-web.pl/blog/strony-ktore-przydaja-sie-podczas-tworzenia-stron-www/	positive
http://l4.net.pl/atak-pingwina/	positive
http://lanafly.pl/	positive
http://lanooz.net/334	negative
http://lazacylazarz.blogspot.com/2010/03/fazy-rozwoju-i-przyszosc-internetu.html	positive
http://legia.com/en/news/krystian-bielik-set-for-medical-in-arsenal-45278	positive
http://legia.com/en/news/legia-to-play-ajax-in-uefa-el-round-of-32-45047	positive
http://lekarznaturalny.pl/czym-zajmuje-sie-lekarz-genetyk	positive
http://lekarznaturalny.pl/prawo-pracy-wymaga-wizyt-u-lekarza-pracy	positive
http://lekarzortopedawroclaw.pl/o-nas/	positive
http://lepper.blogspot.com/	negative
http://lepper.blogspot.com/2004/05/reakcja-samoobrony-na-kretyna.html	negative
http://lewap.klub.chip.pl/	negative
http://lewap.pl/pro_webmaster.php	negative
http://lily.retro.gwchost.com/667/darmowe-gry.html	positive
http://line25.com/tutorials/how-to-code-up-a-web-design-from-psd-to-html	positive
http://linkdirectory.bestseogroup.com/pozycjonowanie-odbiorcy-kursow-lub-warszatatow-seo/	negative
http://linker2.w.interia.pl/pliki/turystyka.html	negative
http://linkman.pl/detail/527/forum-pio.html	negative
http://linkowoz.pl/turystyka/	negative
http://listofdomains.org/alexa/Alexa_195.html	negative
http://listofdomains.org/alexa/Alexa_2.html	negative
http://listofdomains.org/alexa/Alexa_35.html	negative
http://listofdomains.org/alexa/Alexa_36.html	negative
http://listofdomains.org/alexa/Alexa_5.html	negative
http://listofdomains.org/alexa/Alexa_7.html	negative
http://listofdomains.org/alexa/Alexa_86.html	negative
http://lobos.elblag.pl/misc/contact/dane-kontaktowe.html	positive
http://lotnictwo.net.pl/3-tematy_ogolne/85-podroze_lotnicze/282-raporty_z_podrozy/67547-swiateczny_zanzibar_i_787_lotu.html	positive
http://lotnictwo.net.pl/5-poszczegolne_lotniska/28-bydgoszcz_szwederowo_epby_bzg/30417-chartery_lato_2011_a-print.html	positive
http://lotnisko.lodz.pl/en/summer-2015.html	positive
http://lsvp.wordpress.com/2009/04/16/future-of-social-payment-platforms/	positive
http://lubiezycielubic.blogspot.com/	positive
http://lubiezycielubic.blogspot.com/2014_12_28_archive.html	positive
http://lubimydesign.blogspot.com/	positive
http://lubimydesign.blogspot.com/2014_07_01_archive.html	positive
http://lukasdesign.pl/klienci/	positive
http://lukasz.miejski.pl/cv/	positive
http://m-forum.pl/jak-pozycjonowac-bloga-w-google-t52419-15.html	positive
http://m.katowice-airport.com/pl/lotnisko/aktualnosc/446865	positive
http://m.katowice-airport.com/pl/lotnisko/aktualnosc/565918	positive
http://m.metro.gazeta.pl/Portfel/1,129002,17053410,Mlodzi_robia_biznes_w_sieci__i_nie_tylko___Zobaczcie.html	positive
http://m.pasazgrunwaldzki.pl/oferta/pasaz-handlowy/uslugi/itaka	positive
http://m.wladyslawowo.pl/noclegi.php?m=2&r=4	positive
http://madein3w.blogspot.com/2008_12_01_archive.html	positive
http://madein3w.blogspot.com/2008/12/test-jak-ssiedztwo-wpywa-na-moc-linka.html	positive
http://madeinwro.pl/	positive
http://madzik2146.cba.pl/?page_id=24	negative
http://madzik2146.cba.pl/?page_id=41	negative
http://magdasteczkowska.pl/	positive
http://magentoforum.pl/kogo-polecacie-do-pozycjonowania-t888.html	negative
http://magentoforum.pl/post8364.html	positive
http://magiczne.seoisem.pl/pozycjonowanie-to-jest-spam/	positive
http://magnesowy.pl/	positive
http://malaczarna.org/	positive
http://malaczarna.org/dla_czytelnika.php	positive
http://maledranie.blogspot.com/2014/11/najlepsze-prezenty-dla-dzieci.html	positive
http://mambiznes.pl/wywiady/czytaj/id/5224	positive
http://marcinnowak.eu/2009/06/28/kryzys-dotyka-internetowe-biura-podrozy/	positive
http://margarett.medoza.lintassolusi.com/1006/gry-na-przegladarke.htm	negative
http://mariaczubaszek.bloog.pl/id,334180443,title,Z-pustego,index.html	positive
http://marketingksiazki.blogspot.com/2010_08_01_archive.html	positive
http://marketingksiazki.blogspot.com/2010/08/pozycjonowanie-i-optymalizacja-stron.html	positive
http://marketingmobilny.pl/nowy-kongres-online-marketing-2014/	positive
http://martabarlak.blogspot.com/2011/11/myslanki-antykolorowanki-i-in.html	positive
http://martabarlak.blogspot.com/2011/11/team-recruitment-dla-centrum-aktywnych.html	positive
http://martula5.bloog.pl/	negative
http://mci.eu/inwestycja/mybaze-com-2/	positive
http://medfood.com.pl/wspolpraca/	positive
http://mediatrendy.pl/	positive
http://medimedic.pl/	positive
http://members.ziggo.nl/skib/holandia/link.html	negative
http://menstream.pl/	positive
http://metkabytraczka.blogspot.com/2011_11_01_archive.html	positive
http://metro.gazeta.pl/Portfel/1,135228,17053410,Mlodzi_robia_biznes_w_sieci__i_nie_tylko___Zobaczcie.html	positive
http://miagh.blogspot.com/2011/06/jestes-w-d-z-seo-szybki-kurs-w-7.html	positive
http://mieszkania.cba.pl/?info=4	negative
http://mission.blog.hu/2009/03/21/es_akkor_vegre_afrika	negative
http://mistrz2k8.seopl.org/	positive
http://mnd.pl/forum/index.php?topic=3893.0	positive
http://mnd.pl/forum/index.php?topic=4026.0;prev_next=next	positive
http://mobi.agora.pl/agora/1,131191,7248526,Serwisy_Agory_w_nowej_sieci_reklamowej_Business_Ad.html	positive
http://moderowanyspis.pl/internet,i,komputery/gry,na,przegladarke,wpis,6516/	positive
http://moje-seo.pl/	positive
http://monty.wood.uhostfull.com/1806/gry-mmorpg-po-polsku.html	negative
http://motoalbum.pl/uzytkownik/9972	negative
http://moz.com/community/users/132548	positive
http://mportalik.net.pl/memberlist.php?letter=b&order=ASC	negative
http://msidevs.net/Top1M440000.html	negative
http://my3miasto.pl/aktualnosci/najbardziej-oblegane-kierunki-studiow-w-trojmiescie/	positive
http://my3miasto.pl/magiel/moskaliki-domowej-roboty/	positive
http://mydesk.w.interia.pl/moje_podroze_linki.htm	negative
http://mygrandtour.pl/	positive
http://mygrandtour.pl/kontakt/	positive
http://mzvspp.republika.pl/3.html	negative
http://najlepsi-kardiologia.pl/dentysta-estetyczny-zrobi-wszystko-by-nasze-zeby-wygladaly-jak-najatrakcyjniej	positive
http://najlepsi-neurologia.pl/cytologia	positive
http://najlepsi-neurologia.pl/uslugi-dostepne-w-gabinecie-dentystycznym	positive
http://najlepsze-witryny.pl/	negative
http://nantana.pl/?page_id=863	positive
http://napoleoncat.com/travelbook2014/	positive
http://nasi-weterynarze.pl/wizyta-u-weterynarza	positive
http://nastek.pl/forum/viewtopic.php?f=90&t=25767	positive
http://naszbialystok.pl/	negative
http://nasze-zielone-wzgorze.blogspot.com/2014/05/szalony-piatek.html	positive
http://naszeosiedle.net/viewtopic.php?p=1919	positive
http://nataleea.bloog.pl/	positive
http://naturalhealth.blogspot.com/	negative
http://naturalhealth.blogspot.com/2006/01/hoodia-gordonii-knowing-when-to-say.html	negative
http://nawalizkach-tes.blogspot.com/	negative
http://nenia.republika.pl/linki.html	negative
http://netwaluta.blogspot.com/2011_05_01_archive.html	negative
http://neuropsychiatria2011.pl/ktora-klinike-wybrac-aby-wykonac-badania-na-histopatologie	positive
http://neuropsychiatria2011.pl/powrot-do-pelnej-sprawnosci	positive
http://newbilet.coral.ru/	positive
http://newbilet.coral.ru/izdomodedovo.html	positive
http://news.kubera.org/thread.php?group=pl.sci.inzynieria&first=51&last=100	negative
http://niebezpiecznik.pl/post/ikea-hacked-zapraszamy-na-darmowa-kawe/	positive
http://niepoprawni.pl/blog/2339/cenzura-w-internecie	positive
http://nl.forumoverview.com/overview/Harnachement/NzgxNA==	negative
http://nl.forumoverview.com/overview/Harnachement/ODg5OA==	negative
http://nooboo.pl/partnerzy.html	positive
http://nowa-itaka.polandtrade.pl/	negative
http://nowa-itaka.polandtrade.us/	negative
http://nowamedwadowice.pl/dermatolog---lek-piotr-mazur	positive
http://nowy.dodr.pl/agroturystyka1/oferta-agroturystyczna/gory-i-pogorze-izerskie	positive
http://nowymarketing.pl/c/411,ban-pl-wczesniej-business-ad-network	positive
http://obczyzna.blogspot.com/2011/07/sympatyczny-st-wiarus.html	positive
http://ogloszenia-mazury.pl/ogloszenia/ogloszenie-61444-sprowadzanie-samochodu-z-niemiec-.html	negative
http://ogloszenia24uk.com/wywoz_gruzu_i_odpadow_wroclaw,ogloszenie,20141025134828.html	negative
http://okulista-okulista.com.pl/uwazaj-na-oczy	positive
http://okulistyka-dziecieca.pl/jak-dbac-o-skore-noworodka	positive
http://okulistyka-dziecieca.pl/problemy-ze-wzrokiem-u-niemowlaka	positive
http://oleto.ru/	positive
http://olgierd.bblog.pl/wpis,ogolnopolski;rejestr;firm;i;inne;takie;ciekawostki,37829.html	positive
http://onkologiczne.com.pl/nowotwor	positive
http://onkologiczne.com.pl/onkologia-krakowa-magazyn-onkologiczny-dla-zawodowych-lekarzy-i-pacjentow	positive
http://opa-europe.org/index.php/news/member-news?start=30	positive
http://opole-ginekolog.pl/biale-listy-ginekologow	positive
http://optyk-rucinska.pl/korekta-wzroku	positive
http://optyk-rucinska.pl/okulistyka-czyli-co-wiedziec-powinnismy	positive
http://orthos.pl/	positive
http://orthos.pl/opinie	positive
http://orthosklinika.com/nfz	positive
http://orthosklinika.com/pakiet-onkologiczny	positive
http://orthosklinika.com/podsumowanie-bialej-soboty-onkologicznej	positive
http://orthosklinika.com/poradnia-preluksacyjna	positive
http://orthosklinika.com/szpital-bez-bolu	positive
http://orthosklinika.com/traumatologia-sportowa	positive
http://orthosklinika.pl/poradnia-ortopedyczna	positive
http://orthosklinika.pl/szpital-orthos-z-certyfikatem-wysokiej-jakosci	positive
http://ortodoncja-krakow.com.pl/ortodonta-specyfikacja-zawodu	positive
http://ortokasia.pl/opinie.html	positive
http://otoginekolog.pl/okulary-przez-internet-dzisiaj-to-mozliwe	positive
http://otolaryngologgdynia.pl/	positive
http://pabianickamama.blogspot.com/2014/03/zycie-to-sztuka-wyboru-przed-porodem.html	positive
http://pagerankresearch.com/majestic/majestic_list_8246.html	negative
http://pakiet.hostporch.com/160/gry-mmorpg/	negative
http://paniskonawakacjach.blogspot.com/2007/10/pocztki.html	positive
http://panitur.com.pl/	positive
http://parkinglawica.pl/	negative
http://parkinglotniskopoznan.com/	positive
http://parkinglotniskopoznan.pl/	negative
http://parkinglotniskopoznan.pl/cennik/	positive
http://pavoplock.freehost.pl/	positive
http://pbp-luty.com.pl/index.php?option=com_content&view=article&id=73&Itemid=162	positive
http://pedagog-psycholog.pl/jak-poradzic-sobie-z-uzaleznieniem-od-alkoholu	positive
http://pedagog-psycholog.pl/kiedy-nalezy-udac-sie-z-wizyta-do-kardiologa	positive
http://pediatra-trojmiasto.pl/problemy-z-zatokami	positive
http://pediatra-trojmiasto.pl/zdrowe-odzywianie	positive
http://pediatranatelefon.pl/dbaj-o-swoje-dziecko-wybierz-dla-niego-pediatre	positive
http://pej.cz/ZnanyLekarzpl-udostepnia-prywatne-dane-pacjentow-a8109	positive
http://phpbb3.pl/viewtopic.php?f=42&t=10684	positive
http://piastino.pl/turystyk.htm	positive
http://piekne-wesele.pl/katalog_basic.php?id=3272	positive
http://piekne-wesele.pl/katalog_basic.php?id=709	positive
http://pl-24.com/forum.html	negative
http://pl.gotohungary.com/biura-podrozy	positive
http://pl.gotohungary.com/polskie-biura-podrozy-organizujace-wyjazdy-na-wegry	positive
http://planeta-podrozy.pl/	positive
http://platine.pl/	positive
http://plb.pl/en/contents/content/161/403	positive
http://plb.pl/en/contents/content/161/447	positive
http://plus48.by/	positive
http://plwww.kobietawielepiej.pl/moda-i-uroda/moda/bizuteria-handmade-dlaczego-jest-tak-popularna	positive
http://plwww.kobietawielepiej.pl/moda-i-uroda/moda/tej-zimy-stawiamy-na-wygde	positive
http://pnf.pl/partnerzy/	positive
http://podroze.gazeta.pl/podroze/1,114204,10069961,Grecja_wyprzedana___.html	positive
http://podrozeoleola.pl/kontakt	positive
http://podroznicy.byd.pl/	positive
http://podroznicy.byd.pl/francja-z-pasja-w-bkp-5-03-godz-18-00-zapraszamy/	positive
http://polacy.dk/linki.htm	negative
http://polskiinternet.com/polski/spor/1rozn.html	negative
http://pomocwpracy.blogspot.com/	negative
http://poradnik-seo.pl/podstawy/zrodla.html	positive
http://poradnikinternisty.pl/bezpieczne-poloznictwo	positive
http://poradnikinternisty.pl/gdzie-szukac-informacji-o-wlasciwej-pielegnacji-noworodka	positive
http://porownywarka.wyborcza.biz/	positive
http://portalzdrowiaseksualnego.pl/	positive
http://portalzdrowiaseksualnego.pl/partnerzy-5/	positive
http://powiewiorka.pl/internet,i,komputery/darmowe,gry,s,7405/	negative
http://pozycja.blox.pl/2006/04/Link-Power.html	negative
http://pozycja.blox.pl/html	positive
http://pozycjoner.bblog.pl/	negative
http://pozycjonowanie.bialystok.pl/linki.html	positive
http://pozycjonujesz.blogspot.com/	positive
http://praca.megawarszawa.nf.pl/oferta/e-marketing-specialist-447620583	negative
http://praca.megawarszawa.nf.pl/oferta/inbound-marketing-447620585	negative
http://praca.woj-mazowieckie.nf.pl/oferta/e-marketing-specialist-434324370	negative
http://praca.woj-mazowieckie.nf.pl/oferta/redaktor-434324369	negative
http://pracanet.jimdo.com/jak-zarabiać/	positive
http://pracujmadrze.pl/oferty-pracy-internetowej-gdzie-szukac/	positive
http://praktycznyprzewodnik.blogspot.com/2009_05_31_archive.html	positive
http://praktycznyprzewodnik.blogspot.com/2009/05/tanie-i-udane-wakacje-jak-je-zaplanowac.html	positive
http://pramedico.pl/	positive
http://pramedico.pl/praca	positive
http://prawo.vagla.pl/node/7990	positive
http://pro.sentione.com/wakacje2012	positive
http://profizorka.com/blog/?p=455	positive
http://profizorka.com/blog/?paged=4	positive
http://promocja10.blogspot.com/	negative
http://protetyka24.com.pl/poszukiwane-specjalnosci-lekarzy	positive
http://protos.vc/portfolio/	positive
http://proxyforce.pl/	negative
http://prywatny-ginekolog.pl/urolog-na-slasku	positive
http://przegladarkowegry.blox.pl/html	negative
http://przydatne-adresy.blogspot.com/2013/07/wyprawy.html	positive
http://psmoptyka.pl/profesjonalni-anestezjolodzy	positive
http://psmoptyka.pl/w-czym-moze-nam-pomoc-gastrolog	positive
http://psychiatrasiedlce.pl/dla-pacjentow/informacje-dla-pacjentow.html	positive
http://psychologlublin.pl/opinie-pacjentow/	positive
http://psychologwroclaw.blogspot.com/	positive
http://psychologwroclaw.blogspot.com/2014_12_01_archive.html	positive
http://ptflublin.org/index.php/lista-fizjoterapeutow/9-artwitryny/123-korzysci-wynikajace-ze-sponsoringu-i-wystawiennictwa-na-ix-jdf	positive
http://ptflublin.org/index.php/wielkopolski/9-artwitryny	positive
http://pulmonolog.net.pl/jak-wyglada-wizyta-u-pulmonologa	positive
http://pytamy.wp.pl/title,co-wybrac,pytanie.html	positive
http://radiofest.com.pl/index.php?p=1&str=1746	positive
http://radiofest.com.pl/index.php?p=1&str=1773	positive
http://radiofest.eu/index.php	positive
http://radiofest.eu/index.php?p=1&str=1978	positive
http://radiofest.pl/index.php	positive
http://radioklinika.pl/author/japaks/	positive
http://radioklinika.pl/tag/1000serc/	positive
http://radiokolor.pl/audycja-wydanie/1012/warszawa-na-zakupach/1243/	positive
http://radiokolor.pl/audycja-wydanie/1012/warszawa-na-zakupach/1297/	positive
http://rajdkarkonoski.pl/main.php?id=noclegi	positive
http://raportysponsorowane.onet.pl/podroze/wakacje.html	negative
http://readyupgaming.com/league-of-legends/europe/eu-challenger/	positive
http://recepreczodtybetu.bblog.pl/	negative
http://recepreczodtybetu.bblog.pl/kategoria,ogolne,4154.html	negative
http://regionmazowsze.pl/?page_id=5401	positive
http://reha-fit.iscool.pl/	positive
http://rembiejewski.pl/blog/silesiasem-ko-ko-infografika-koszty-seo-201304/	positive
http://reporter.pl/a/?id=6763	positive
http://revpar.pl/qtravel-is-gaining-on-travelplanet-polands-ota-giant/	positive
http://royalflight.ru/	positive
http://royalflight.ru/aircrafts/	positive
http://rtaventures.com/en/384/wspieramy-znanylekarz-pl	positive
http://rzemyk-turystyka.pl/	positive
http://rzemyk.nazwa.pl/	positive
http://rzemyktravel.pl/?action=page&id=7	positive
http://s119486421.websitehome.co.uk/tag/seo/	negative
http://sagomedia.pl/blog/sposoby-na-zwiekszenie-czytelnictwa-bloga-cz-2/	positive
http://saidafestiwal.pl/	positive
http://sailingpoint.com/banners/ebanners.cgi?WI	positive
http://sandboxistanbul.com/2014/07/29/medical-booking-and-rating-platform-docplanner-acquires-turkish-market-leader/	positive
http://santing.nu/patrykmajchrzak.html	negative
http://searchengines.guru/showthread.php?t=401320	positive
http://searchengines.guru/showthread.php?t=576603	positive
http://searchmarketingweek.com/	positive
http://searchmarketingweek.com/prelegenci/	positive
http://seba1979.ovh.org/wiecej.htm	negative
http://sem.andrzejczyk.eu/	positive
http://sem.bloog.pl/id,1808033,title,Nowy-dzial-na-stronie-FOTOGRAFIA,index.html	positive
http://seo-katalog.wegacolor.pl/pozycjonowanie-odbiorcy-kursaw-seo/	negative
http://seo.zgred.pl/hipokryzja-czyli-kodeks-dobrych-praktyk-seo-dla-firm-swiadczacych-uslugi-seo-2387	positive
http://seobbystycznie.blogspot.com/p/linki.html	positive
http://seodesktop.pl/pozycjonowanie/	positive
http://seoinfo.edu.pl/i-kto-mial-w-koncu-racje/	positive
http://seoinfo.edu.pl/wycena-frazy-na-ile-wycenic-fraze/	positive
http://seolandia.pl/zdrowie,i,uroda/baza,lekarzy,s,1170/	positive
http://seolite.pl/	negative
http://seolite.pl/promocje.html	positive
http://seonatak.blogspot.com/2012/08/jak-zwiekszyc-sprzedaz-i-dochody-ze.html	positive
http://seoparty.net/slownik-malego-pozycjonera/	positive
http://seoparty2k8.com/organizatorzy.html	positive
http://seoway.pl/skad-czerpac-atrakcyjne-tresci-czyli-5-zrodel-dobrego-contentu-cz-3/	positive
http://sherrell.donilon.zpag.eu/618/darmowe-gry.htm	negative
http://siciliano.pl/edukacja/biblioteki,p,101/	negative
http://site2007.seopl.org/	positive
http://site2007y.seopl.org/	positive
http://site2007y.seopl.org/regulamin.php	positive
http://sitelist.co/domain-list-303	negative
http://sixrevisions.com/contests/giveaway-premium-wordpress-themes-wpzoom/	positive
http://skar.strefa.pl/rozne.htm	negative
http://ski-ba.w.interia.pl/Holandia/link.html	negative
http://skinder.turystyka.pl/	positive
http://skuteczna-reklama.com.pl/pozycjonowanie-od-czego-zaczac	positive
http://slawmil.tripod.com/Biblioteka.htm	negative
http://sloglogow-mlp.prv.pl/	negative
http://smakowitykasek.pl/2012/10/maroko-raj.html	positive
http://socialengine.ru/forum/memberlist.php?do=getall&order=asc&sort=username&page=123	negative
http://socjomania.pl/2014-07-28,warszawa,linkedin-w-komunikacji-marki	positive
http://spozywka.net/linkuj.txt	negative
http://sprawnymarketing.pl/artykuly/5-sposobow-na-unikniecie-schematow-linkow/	positive
http://sprawnymarketing.pl/artykuly/czy-ruch-na-stronie-ma-wplyw-na-pozycjonowanie/	positive
http://sprawnymarketing.pl/artykuly/mod-rewrite/	positive
http://sprawnymarketing.pl/artykuly/wywiad-polskim-pracownikiem-google/	positive
http://sprawnymarketing.pl/mod-rewrite/	positive
http://srodziemne.blogspot.com/	positive
http://srodziemne.blogspot.com/2012/09/zapach-zio-morza-jedzenia-i-usmiech.html	positive
http://stalowemiasto.pl/forum/forum.php?mode=pokaz_posty&id=537412	positive
http://startupacademy.pl/	positive
http://startupacademy.pl/973-2/	positive
http://startupfest.pl/	positive
http://startups.antyweb.pl/startups?page=24	positive
http://startups.antyweb.pl/startups/mybazecom	positive
http://startups.pl/tagi,lekarz	positive
http://starybrowar5050.com/en/sklepy/itaka	positive
http://stat24.dpijava.redefine.pl/Ranking/pl/6,Internet,Komputery/60,Gryonline/288	positive
http://stenografia-uczuc.blog4u.pl/komentarze-465348-wiosna-wiosna-ach-to-ty.html	positive
http://stenografia-uczuc.blog4u.pl/komentarze-564321-zakochanie.html	positive
http://stomatologia.bydgoszcz.pl/	positive
http://stomatologiawidzew.pl/wysokiej-jakosci-uslugi-stomatologiczne	positive
http://stpmuz.republika.pl/linki.html	negative
http://stuffgate.com/stuff/website/top-43000-sites	negative
http://successpoint.pl/archiwum/2013/systemy-i-technologie-do-zarzadzania-szpitalem-przychodnia-5	positive
http://sunsetfly.de/reisekatalog/index/pagina/pag1/lugar/Belize/	negative
http://superolivia.pl/pl_PL/firma,365,biuro-podrozy-itaka-.html	negative
http://swiat-przygod.blogspot.com/2013/03/zyczenia-wielkanocne.html	negative
http://swiat-przygod.blogspot.com/2013/04/niemcy-berlin.html	negative
http://szafawspomnien.pl/komu-grozi-mielopatia/	positive
http://szafawspomnien.pl/kontakt/	positive
http://szamotuly.eline6.serwery.pl/PL/194/Ciekawe_linki/	positive
http://takaoto.pro/	positive
http://tanietychy.pl/promocja/82735/club-simena-3-cypr	positive
http://tanietychy.pl/promocja/82763/doris-aytur-alanya-turcja	positive
http://tedxwroclaw.pl/tedxwroclaw-3/our-partners/	positive
http://telendro.com.es/2005/09/24/msnbetter-thangoogle/	negative
http://telendro.com.es/2005/09/page/4/	positive
http://terapeuta-lublin.pl/czy-musze-isc-do-patomorfologa-osobiscie	positive
http://terapeuta-lublin.pl/problemy-z-sercem	positive
http://testa.com.pl/639-clients	negative
http://thebestofwww.republika.pl/	negative
http://thegreenbacker.com/2014/05/page/2/	negative
http://theyouthvillage.org/groups-2/wakacje-rodzinne-z-dzieckiem-nad-morzem/	negative
http://tomasz.topa.pl/3camp-11-31-marca-blogowanie-profesjonalne.html	positive
http://toolbar.webseo.pl/tworcy.php	positive
http://top.alexa.com.hk/Alexa_183.html	negative
http://top.alexa.com.hk/Alexa_185.html	negative
http://top.alexa.com.hk/Alexa_64.html	negative
http://top.alexa.com.hk/Alexa_68.html	negative
http://top.odowcipy.pl/pozycjonowanie-p4.html	negative
http://top100watersports.com/reisen/tauchreisen/page37.html	negative
http://topalternate.com/web-marketing.pl/	positive
http://travel.charcodelpalo.com/sub/travel/aleman/index-lugar-Mauritius-pagina-pag1.html	positive
http://travel.toplista.pl/rss.php	negative
http://travelcards.ru/	positive
http://travelcards.ru/home/info	positive
http://traveldv.com/	positive
http://travelport-solutions.ee/Firmast/	positive
http://travelscanner.pl/logowanie	negative
http://travelscanner.pl/wyszukiwarka	positive
http://tuiterazelk.pl/	positive
http://tuptusiaa.blox.pl/2013/05/Wizyta-u-ginekologa-po-porodzie.html	positive
http://tur.odeontours.com/YurtDisi-Turlari.html	negative
http://turcja.org.pl/tour/6	positive
http://turcjaodkuchni.blogspot.com/2013_05_01_archive.html	positive
http://turcjaodkuchni.blogspot.com/2013/05/co-warto-kupic-w-turcji.html	positive
http://turystawadowice.pl/wczasy-i-wycieczki/wczasy-i-wycieczki-zagraniczne/	positive
http://turystyka.konin.pl/pl/1/166/biura_podrozy	positive
http://turystyka.wschowa.net.pl/linki2.html	positive
http://turystyka.wschowa.net.pl/linkis2.html	positive
http://tutorialzine.com/2010/03/ajax-todo-list-jquery-php-mysql-css/	positive
http://twoj-fizjoterapeuta.com.pl/fizjoterapia-dla-osob-starszych	positive
http://twojakoszulka.eu/seo.html	positive
http://twojortodonta-rabka.pl/jakie-specjalizacje-ma-do-wyboru-optyk	positive
http://twojortodonta-rabka.pl/leczenie-bolu	positive
http://twojurloptwojweekend.pl/aktywna-turystyka/	positive
http://ulubione.nabloga.eu/forum-optymalizacja/	positive
http://ulubione.nabloga.eu/kategoria/pozycjonowanie/	positive
http://unbounce.com/ppc/infographics-how-does-the-google-adwords-auction-work-and-landing-pages-for-ppc/	positive
http://vafidis.pl/teo-poleca/	positive
http://vapopolska.pl/medycyna,i,zdrowie/ranking,lekarzy,s,47/	negative
http://vebanet.pl/index.php?inc=category&get=2-952-292	negative
http://venturevillage.eu/docplanner-point-nine-1m	positive
http://verdict.pl/raport-bezplatny-kluczowe-dane/id/758036	positive
http://verdict.pl/raport-bezplatny-kluczowe-dane/id/963114	positive
http://vertstudio.com/	positive
http://vertstudio.com/portfolio	positive
http://view.bonzo.dhw.com.pl/336/gry-na-przegladarke.htm	negative
http://w.kobietawielepiej.pl/moda-i-uroda/moda/bizuteria-handmade-dlaczego-jest-tak-popularna	positive
http://w.kobietawielepiej.pl/moda-i-uroda/moda/tej-zimy-stawiamy-na-wygde	positive
http://w9szystkoobiznesie.blogspot.com/2011/01/jak-zrealizowac-czek.html	negative
http://wakacje.na1miejscu.pl/firmy-biura-podrozy/itaka/	positive
